Word,Number,Definitions,Type,Etymology
cool,0,cool (in fashion),adj,
coom,0,fine dust,n,"Orig. uncertain. OSc. cowm 'soot, grime; to begrime', cf MEng coom(e), coam 'id.'. Possible connection with ON kám 'grime, film of dirt' though Sc. form would in that case be unusual."
cooncil,0,council,n,
coont,0,count,v,
coonter,0,counter,n,
coonty,0,county,n,
coop,0,"tilt, heel over, capsize",v,"OSc. cowp, coup 'turn up, upset; empty out (by overturning)'; cf. MEng. cowp 'strike' < Fr. couper 'cut' < OFr. co(l)per, couper 'strike' < OFr. co(l)p, coup 'blow' < Med.Lat. col(a)pus < Lat. colaphus 'blow (with the fist)'"
cooper,0,cooper,n,
coople,1,couple,v,
coople,2,one of a pair of rafters supporting the roof of a house,n,"OSc. coupill, couple, cuppill cup(p)le 'one or a pair of sloping rafters'; cf MEng. c(o)uppil(l) < OFr. *copla, cople < Lat. copula"
coorse,1,coarse; violent; fierce,adj,"Orig. unknown. No cognates in Gmc, Rom, Celt. MEng cors(e)."
coorse,2,of course,interj,
coort,0,court (someone); go out (with someone); date (someone),v,
coorteen,1,courtain,n,
coorteen,2,curtain,n,
cootch,0,treat with preservative (eg fishing nets),v,
cootch-kettle,0,,n,
cope,0,cope,v,
copula,0,copula,n,
copy,0,"copy,copy",v,
corbie,0,"raven,speech with uvular Rs,speak with uvular Rs",n,"OFr. corb, corbin 'raven' > OSc. corby, corbie, corbé"
cordial,0,cordial,n,
core,0,core,n,
cork,0,cork,n,
corner,0,corner,n,
cornerstane,0,corner stone,n,
Cornishman,0,Cornishman,n,
coronation,0,coronation,n,
corp,0,corpse,n,OSc. corp < hypocorrect form of MEng corps > Eng corpse
corporal,0,corporal,n,
corps,0,corps,n,
corpse,0,corpse,n,
correct,0,correct,adj,
correctly,0,correctly,adv,
correspond,0,correspond,v,
correspondence,0,correspondence,n,
corridor,0,corridor,n,
cosh,0,friendly,adj,Pan-Sc. but orig. uncertain.
cøsh,0,"word used to scare fowl,scare away fowl using the word cøsh",interj,
coss,0,"barter, exchange",v,"Orig. uncertain. OSc. cose, coss 'exchange'; cf MEng couss, cyse 'id.'. Possibly related to Fr. cosson 're-seller' < Lat. cōciōnem 'broker'"
cosst,0,"coast,coast",n,
cosster,0,coaster,n,
cosstline,0,coast line,n,
cost,0,"cost,cost",v,
costume,0,costume,n,
cosy,0,cosy,adj,
cot,0,coat,n,
cott,0,skirt,n,OSc. coit; cf MEng. co(e)te 'outer garment' < OFr. cote < Med.Lat cotta 'id'. Ultimate orig. uncertain.
cottige,0,cottage,n,
cotton,0,cotton,n,
cotts,0,,,
couch,0,couch,n,
country,0,country,n,
countryman,0,country man,n,
countryside,0,countryside,n,
coup,0,coup,n,
cove,0,cove,n,
cover,0,cover,v,
craa,0,crow,n,"PIE *gerH- 'to cry hoarsely' > PGmc. *krēaną 'id.' deriv. *krāwō 'crow'> OE cráwe > OSc. craw, crau."
craa peel,0,,,
craaheid,0,chimney head,n,
craa's treid,0,"small hen's egg, ca the size of a starling's; supposed to indicate end of laying season for that hen",n,
craatae,0,crowfoot,n,
crab,0,crab,n,
crabbit,0,"bad tempered, cross, ill-natured",adj,"OSc. crab(b)it 'ill-natured, cross'; cf. MEng. crabyt, crabbid, crabbit 'id'; LGm. ene lütje krabbe 'little, quarrelsome, ill-conditined man' [liy. 'a little crab']; EFris. krabbîg 'contentious, cantankerous, etc'."
crachtless,0,,,
crack,0,"laugh heartily,hearty laughter,chat, yarn",v,"OSc. crak(e), crack 'sudden sharp or loud noise (1375); loud boast (early 16C); talk or gossip (1570)'. Not found in OE but cf. OHGm chrac > MHGm & Gm. Krach 'loud noise'; MDu. crak > Du. kraak; EFris. krak, krâk"
Crack at,0,,,
Cracker,0,nickname given to native of Bressay,n,
craem,0,cream,n,
craeter,0,crater (bowl-shaped depression),n,
craetir,0,generally used in commiseration or pejoratively,n,"Lat. creāre 'create' > deriv. creatura 'anything created' > Anglo-Norman creatur(e) 'human being, any created thing or being'"
craft,0,craft,n,
craftsman,0,craftsman,n,
crafty,0,crafty,adj,
craig,1,"neck, throat",n,"OSc. crag(e), craig, cragg, kraig 'neck of person or animal' < PIE *gʷer- 'swallow, gulp' > deriv. *gʷrŏ́gh- 'throat'> PGmc. *kraʒan- > OLGm. *craga > MLGm. krage 'throat; collar' > Gm. Kragen 'collar': > MDu. crāghe 'throat; collar' > Du. kraag 'collar', WFris. kreage 'id'. Loan to Scand. fr MLGm: Icel. kragi, No. & Sw. krage, Da. krave all 'collar'"
craig,2,"rock along the foreshore,rock fishing",n,"Early Celtic loan into Scots & NEng. Ir., SGael. creag, Manx creg, cregg, Welsh craig all 'rock'. Orig. obscure, possibly PIE *kar 'stone, hard', cf. OArm. kʿar 'stone', Skr. khara 'hard, solid'."
craigsaet,0,crag suitable for craig fishing,n,
craigstane,0,crag stone,n,
cram,0,scratch with claws (eg cat),v,
crammick,0,cat's claw,n,
cramp,0,cramp,n,
cramper,0,character,n,
crap,0,crap,n,
crash,0,crash,v,
crayon,0,crayon,n,
craze,0,craze,n,
crazy,0,crazy,adj,
create,0,create,v,
creeks,0,aching muscles in legs after excessive walking,n,
creeksit,0,in poor physical condition; infirm,adj,
creep,0,creep,n,
creepie,0,"low, small stool, typocally three-legged",n,"OSc. crepie, creepie 'low stool'; deriv. of creep. PIE > *gerb- 'to turn, wind' > PGmc. *kreupaną 'to twist, creep' > OE crēopan 'creep, crawl' > MEng. crepen 'id' > ModEng., Sc. creep."
creesh,0,grease,n,"OSc. cresche, creis(c)h(e), creash, etc. 'grease' < OFr. craisse/graisse, cresse/gresse < Lat. crassa, crassus (later also grassus) 'fat, thick'"
creeshy,0,greasy,adj,
creidit,0,credit,n,
cremate,0,cremate,v,
crescent,0,crescent,n,
crew,0,crew,n,
crewmen,0,crewmen,n,
crib,0,crib,n,
cricket,0,cricket,n,
crim,0,cough or clear throat as a sign of disapproval (eg. ahem!),v,"Poss. deriv of Sc. crim 'to purse mount, typically in contempt' w same root as Eng. crimp < OE crump 'crooked, bent'"
crime,0,crime,n,
crimp,0,crimp,n,
crinoline,0,crinoline,n,
cripple,0,cripple,v,
critical,0,critical,adj,
crochet,0,crochet,v,
crockery,0,crockery,n,
croft,0,"croft,croft",n,
crofter,0,crofter,n,
crofthoose,0,croft house,n,
crooch,0,crouch,v,
crood,0,crowd,n,
crooded,0,crowded,adj,
crooel,0,"running sore, usually tubercular",n,
croog,0,,,
crook,0,crook,n,
crookbaak,0,,,
croon,1,crown,n,OE coren 'crown' < Lat. corōna 'id.'. Borrowing either direct fr Lat. or via Fr. coroune 'id.'.
croon,2,growl,v,"PIE *gerH- 'to cry hoarsely' > PGmc. *kre- > MDu. krônen 'to groan, lament, mourn loudly', MLGm. kronen 'to growl, grumble, scold' > EFris. krȫnen 'to cause to weep'. No trace in OE; LGm. loan into Sc. fr ca 1500s as cruin, crune, croon, etc; from Sc. > Eng. in 19C mainly via Burns."
croon idda lift,0,zenith,n,
crooner,0,grey gurnard (fish),n,"Lit. one who croons, from the noise the fish makes when landed."
croose,0,cheerful,adj,"OSc. crous(e), crows 'angry, irate, cross, crabbed' (ca 1400) > 'bold, high-spirited, hardy, confident, jaunty' (14C-19C) > 'vivacious, pert, brisk, lively, jolly' (16C-19C). OSc & MEng cr(o)us(e) < MLGm. krûs 'crisp', MDu. kruys 'crisp, curly' > LGm. krûs, Du kroes 'id.'. Cf. HGm. kraus 'crisp, curled, sullen, crabbed, fractious' Ultimately < PGmc. *kruzlǭ 'bent, crooked object, curl'"
crop,0,crop,n,"OE crop 'head of top of plant or flower' < PGmc. *kruppaz 'body, trunk, crop' < PIE *grewb- 'to warp, bend, crawl'. Cogn: Du, krop 'crop', Gm. Kropf 'craw, ear of grain, head of lettuce or cabbage'; Sw. kropp 'body' < ON kroppr 'hump, bunch on the body'"
croppened,0,shrunk and twisted,adj,
cross,1,"angry, ill-tempered",adj,"originally from across, as in 'lying or situated transversely to the main direction', then figuratively used as 'across the direct course, contrary' and further developed to 'contrary, adverse, unfavourable' > 'given to opposition, contrarious' > 'ill-tempered, angry'"
cross,2,cross,n,"The word ultimately derives from Lat. cruc-em, but has entered through separate routes. The original OE word for 'cross' was rōd ('cross, crucifix, pole'; < PGmc. rōdō 'rod, pole' possibly < PIE *reh₁t- 'post, beam, pole'), but in late OE the word crúc starts to be used, with a palatalised final c as in the Italian pronunciation > MEng. crūche, crouche. At the same time, or perhaps even somewhat earlier, the N and E OE dialects start using cros < ON kross, which itself is an adaptation of OIr. cros < Lat. cruc-em, but the N & E OE cros was only found in local place names and such nomenclatures. After the Norman conquest the Anglo-Norman coiz, crois entered MEng, but in Northumbria and Scotland the late ON kors appeared as cors(s)(e)"
crossrodds,0,,,
cruelty,0,cruelty,n,
cruise,0,cruise,v,
cruiser,0,cruiser,n,
crump,0,"crunch,crackle, eg ice or snow",v,Prob. imit.
crush,0,crush,v,
crusher,0,crusher,n,
crutch,0,crutch,n,
cry,0,"call,hysterics",v,"MEng. crie-, etc < Fr. crier < Lat. quirītāre 'to raise a plaintive cry, wail, cream, cry aloud, lament, etc'"
cryreck,0,"distance withing which a call can be heard, calling distance",n,
crystal,0,crystal,n,
crystalised,0,crystalised,adj,
cubic,0,cubic,adj,
cubicle,0,cubicle,n,
cucumber,0,cucumber,n,
cuddie,0,"small basket, made of straw or dockens, typically used for holding bait, salt, spoons, etc.",n,"Sc. coodie, cudie, cootie 'wooden kitchen dish, small wooden bowl or basin' (18C). Etym. unknown, but cf. Sw. kudde 'pillow, cushion' < ON koddi 'pillow' < PGmc. *kuddô 'pag, pouch, sack, purse'< PIE *gewt- 'pouch, sack'."
cuddle,0,"cuddle, hug",n,
cuddy,0,,,
cuffey,0,,,
cuggle,0,"rock, totter, shake",v,Etym. uncertain. Pan Sc.
cuggly,0,in an unbalanced state,adj,
cül,0,cool,v,
cüllie,0,"appease, make much of,fondle, caress",v,"OSc. culze, cuilȝe, cuillie 'to caress, fondle (1438-); to treat kindly (1513-); to acquire or maintain by friendliness (1641-)'< cf. Fr. cueillir 'to gather'"
cultivate,0,cultivate,v,
cultural,0,cultural,adj,
cummel,0,"turn upside down, capsize",v,"OSc. quhemle 'overturn'; cf. MEng. quelm, w(helm), as in ModEng. overwhelm. Shetland specific shift of /ʍ/ > /k/ ~ /kʷ/"
cup,0,cup,n,
cupboard,0,cupboard,n,
curator,0,curator,n,
cure,0,cure,v,
curer,0,curer,n,
curious,0,curious,adj,
cürious,0,"anxious, willing",adj,"MEng. coryous, curiuse, etc. < OFr curius < Lat. cūriōsus 'careful, assiduous, inquisitive, full of care or pains'. Sh has retained earlier meanings of 'careful, studious, attentive' (14C-18C); 'anxious, concerned, solicitous' (15C-17C)"
curl,0,"curl,curl",n,
curldodie,0,heath spotted orchid (Orchis mascula),n,"Sc. also curledoddy, carldoddy, but elsewhere for the ribwort plantain."
curler,0,curler,n,
curly,0,curly,adj,
curn,0,currant (berry),n,"Sc. curran, cf. Eng. currant. Orig. raisins of Corauntz, AngNorm. raisins de Corauntz, transferred to small round berry of Ribes, ie black and red currants."
curnie puddeen,0,fruit pudding,n,
curnloff,0,fruit loaf,n,
currency,0,currency,n,
current,0,current,adj,
currie,0,"pretty, dear, lovable",adj,"Shetland specific. Etym. uncertain, prob. imit. But cf. ON kurra 'to murmur (in displeasure)' > Da., No. kurre, Sw. kurra 'sound of the dove; to coo, speak softly and lovingly'"
curryraag,0,"dealings, interaction",n,Etym. uncertain.
curse,0,curse,v,
curve,0,curve,n,
cusheen,0,"cousin, also used for general relative",n,
cushion,0,cushion,n,
custard,0,custard,n,
custom,0,custom,n,
customer,0,customer,n,
cut,0,"cut,cut,a substantial part",v,"PGmc. *kutjaną, *kuttaną 'to cut' > ON kytja, kutta > No. kutte 'cut', Sw. dial kåta 'carve, cut'. Found in MEng from end of 13C as cute, kot, kuytte. Not found in OE, thus possibly from ON."
cüt,1,"ankle, including foot",n,"OSc. cute, cuit(t), coot 'ankle(joint)'; cf. MDu. cōte 'knockle bone, ankle bone' > Du. koot 'id.'; MLGer. kōte, kute 'id'"
cüt,2,cud,n,"OE quidu-, cwidu-, cwudu 'resin' > MEng cude, cuyd 'partially digested food which ruminant brings back into its mouth to be further chewed and reswallowed'"
cuttanoy,0,"disturbance, uproar, annoyance",n,Shetland specific variant of correnoy < Fr. cœur ennuyé
cutteen,0,cutting,n,
cutter,0,cutter,n,
cüttikin,0,sock that covers ankle only,n,Diminituve form: cf. OLGer. -ikīn '(diminitive)'> MLGer. -ken 'id.'
cutty,0,"small, stumpy tobacco pipe, originally made of clay",n,OSc. cuttie > Sc. cutty. Deriv of cut (v).
cylinder,0,cylinder,n,
-d,1,past tense marker,v,
-d,2,past participle marker,v,
da,0,the,def,
da brucks o Yøl,0,drop left in bottle after Christmas celebrations,n,
Da heicht o da day,0,,,
da Institute,0,Anderson Educational Institute (precursos to Anderson High School),n,
Da laek o dat!,0,,,
da Shetland Reel,0,traditional dance,n,
Da waar o it,0,,,
da wye,0,"-wards: directional motion (up da wye 'upwards'; oot da wye 'outwards', etc)",adv,
Da wye at,0,,,
daa,0,grandfather,n,
daa nettle,0,,,
daachen,0,lull,v,
daal,0,valley,n,
daalamist,0,mist which gathers in valleys,n,
daamish,0,weary by endless talk,v,
daander,0,saunter,v,
daa-nettle,0,dead-nettle,n,
dad,1,father,n,
dad,2,lump,n,
daday,0,today,n,
dadd,0,bash,v,
dadderie,0,drudgery,n,
daddit,0,weary,adj,
daddy,0,daddy,n,
daecorate,0,decorate,v,
daecoration,0,decoration,n,
daeff,0,deaf,adj,
daek,0,stone wall,n,
daekend,0,end of wall,n,
dael,0,loose planks,n,
daeth,0,death,n,
daethbed,0,deathbed,n,
daev,0,deafen,v,
daffik,0,bucket,n,
daft,0,daft,adj,
dag,0,thick mist or light drizzle,n,
dags,0,mittens,n,
daily,0,daily,adv,
dalamist,0,valley mist,n,
dale,0,valley,n,
dam,0,dam,n,
damage,0,damage,n,
damn,0,damn,adj,
damoarn,0,tomorrow,n,
damp,0,damp,adj,
damsel,0,damsel,n,
dan,0,then,adv,
danadays,0,in those days,adv,
dance,0,"dance,dance",v,
dancer,0,dancer,n,
dang,2,,,
danicht,0,tonight,adv,
Danish,0,Danish,n,
dar say,0,,,
dark,0,dark,adj,
darken,0,darken,v,
darkeneen,0,twilight,n,
darkness,0,darkness,n,
darlin,0,darling,adj,
dart,0,stomp,v,
dash,0,dash,v,
dastreen,0,yesterday,n,
dat,1,that,dem,"MEng. þet, þat(t)(e) < OE ðæt, þæt 'dem.rem.nom.N; def.nom.N' < PGmc. *þa- 'dem.N' (< PIE *tó- 'dem.INAN')"
dat,2,so,adv,
dat abün aa!,0,,,
Dat dat!,0,,,
dat in feth,0,good heavens,interj,
dat in traath,0,,,
dat in truth,0,"yes, truly",interj,
Dat sam,0,,,
Dat wye,0,,,
datna,0,"such a, so very a (intensified)",adv,
day,0,day,n,"early OE dag, dæġ, Northumbrian OE dæge 'day' < PGmc. *dagaz 'day' < etym. uncertain, poss. PIE *dʰogʷʰ-o-s (deriv. *dʰegʷʰ- 'to burn; hot') or poss. *dʰeǵʰ- 'day'"
Day fir himsel,0,,,
day o dirt,0,day of wet weather,n,
day o distress,0,day of wet and windy or stormy weather,n,
daylicht,0,daylight,n,
dayset,0,dusk,n,
de,0,existential dummy,prt,de ir > de'r/der (prs) ; de wir (pst)
de ir,0,existential present tense ('there is' / 'there are'),v,"< Norn de 'it' er 'is'. Grammaticalised into a fossilised existential marker, no longer meaningful to parse. Contracted form de'r. By analogy and hypercorrection reanalysed to dey/they ir/are, though the phrase never reflected the 3rd plural pronoun, nor any plural form of the copula."
deal,0,deal,v,
dealeen,0,dealing,n,
dear,0,dear,adj,
debaet,0,debate,n,
debaetless,0,exhausted,adj,
debt,0,debt,n,
decade,0,decade,n,
decay,0,decay,n,
deceased,0,deceased,adj,
deceesion,0,decision,n,
deceitfil,0,deceitful,adj,
December,0,December,n,
decendant,0,decendant,n,
decide,0,decide,v,
deck,0,"deck,deck",n,
decked,0,decked,adj,
decker,0,decker,n,
declare,0,declare,v,
decline,0,decline,v,
decoy,0,decoy,n,
dee,0,you,pers,
deed,0,deed,n,
deep,0,deep,adj,
deeply,0,deeply,adv,
deepness,0,depth,n,
deer,0,make impression upon,v,
deesel,0,yourself.sg,pro-form,
defeat,0,defeat,n,
defeecient,0,deficient,adj,
defence,0,defence,n,
defend,0,defend,v,
definitely,0,definitely,adv,
degree,0,degree,n,
deid,1,grandfather,n,colloquial
deid,2,dead,adj,
deid man's mittens,0,gentian,n,
deidtraa,0,death throes,n,
deinger,0,danger,n,
deingerous,0,dangerous,adj,
deliberately,0,deliberately,adv,
delicate,0,delicate,adj,
delicht,0,delight,n,
delinquent,0,delinquent,n,
deliver,0,deliver,v,
dell,0,delve,v,
de'll,0,there will (be),,
delleen,0,crop yard,n,
dem,0,them,pers,
demaand,0,demand,v,
demaloorie,0,dull and drab,adj,
demlane,0,themselves alone,pro-form,
demmel,0,fill by dipping,v,
demob,0,demob,v,
demolish,0,demolish,v,
demonstrative,0,demonstrative,n,
demote,0,demote,v,
dempster,0,dempster,n,
demsels,0,themselves,pro-form,
denkel,0,dent,n,
denkie,0,depression in ground,n,
denner,0,lunch,n,
dennertime,0,lunch time,n,
dental,0,dental,adj,
dentist,0,dentist,n,
depairt,0,depart,v,
depairtment,0,department,n,
depeind,0,depend,v,
depeindin,0,depending,adj,
depend,0,depend,v,
depooperit,0,exhausted,adj,
depression,0,depression,n,
deputy,0,deputy,n,
de'r,0,existential present tense; contracted form.,v,"< Norn de 'it' er 'is'. Grammaticalised into a fossilised existential marker, no longer meaningful to parse. Contarcted form de'r. By analogy and hypercorrection reanalysed to dey/they ir/are, though the phrase never reflected the 3rd plural pronoun, nor any plural form of the copula."
De'r a odds!,0,,,
dere,0,there,prt,
dereesion,0,idiot,n,
derelict,0,derelict,adj,
derivation,0,derivation,n,
descend,0,descend,v,
descendent,0,descendent,n,
describe,0,describe,v,
description,0,description,n,
desert,0,desert,n,
desire,0,desire,v,
desk,0,desk,n,
desolate,0,desolate,adj,
desperate,0,desperate,adj,
desperately,0,desperately,adv,
desperation,0,desperation,n,
despise,0,despise,v,
despite,0,despite,adv,
dess,0,haystack,n,
destroy,0,destroy,v,
destroyer,0,destroyer,n,
destruction,0,destruction,n,
detail,0,detail,n,
develop,0,develop,v,
development,0,development,n,
devil's mitten,0,heath spotted orchid,n,
devise,0,devise,v,
devout,0,devout,adj,
dew,0,dew,n,
dey,0,they,pers,
Dey dey!,0,,,
diabetes,0,diabetes,n,
dialect,0,dialect,n,
diamond,0,diamond,n,
diary,0,diary,n,
dibe,0,dip,v,
dicht,0,clean,v,
dictate,0,dictate,v,
dictation,0,dictation,n,
dictionary,0,dictionary,n,
die,0,die,v,
diet,0,diet,n,
differ,0,difference,n,
different,0,different,adj,
difficult,0,difficult,adj,
difficulty,0,difficulty,n,
dig,0,dig,v,
digel,0,,,
dill,0,"die down (esp of wind), lull, hang still,digest",v,
dillbells,0,hanging tags of matted wool,n,
dilse,0,dulse (seaweed),n,
dim,0,dusk,n,
dimension,0,dimension,n,
dimriv,0,dawn,n,
dimsket,0,,,
dine,0,yours,pro-form,
ding,0,"push, hit, knock over",v,
dinghy,0,dinghy,n,
dingle,0,,,
dink,0,bedeck,v,
dip,0,sit down,v,
Dip du dee doon,0,Have a seat,,
diplomat,0,diplomat,n,
dipple,0,plant potatoes,v,
dipplin-tree,0,dibble,n,
dir,0,their,poss,
direct,0,direct,adj,
direction,0,direction,n,
directly,0,directly,adv,
director,0,director,n,
directory,0,directory,n,
dirl,0,shake,v,
dirr,0,vibrate,v,
dirri doo,0,,,
dirt,0,"dirt,nonsense",adj,
dirty,0,dirty,adj,
dis,0,this,dem,"MEng. þis(s), tis(s) < OE þis (dem.prox.nom.N) < North Sea Gmc. *þa-si/se < PGmc. *þa- 'dem.N' (< PIE *tó- 'dem.INAN') + PGmc. *sa 'dem.M' (< PIE *só 'dem.ANIM')"
disagreeable,0,disagreeable,adj,
disappear,0,disappear,v,
disappoint,0,disappoint,v,
disappointit,0,disappointed,adj,
disaster,0,disaster,n,
dischairge,0,discharge,v,
discipline,0,discipline,n,
discourige,0,discourage,v,
discover,0,discover,v,
discovery,0,discovery,n,
discuss,0,discuss,v,
discussion,0,discussion,n,
disease,0,disease,n,
disjaskit,0,worn out,adj,
dislaek,0,dislike,v,
dismantle,0,dismantle,v,
dispense,0,dispense,v,
disperse,0,disperse,v,
dispute,0,dispute,v,
disrupt,0,disrupt,v,
disruption,0,disruption,n,
dissolve,0,dissolve,v,
distaestfil,0,distasteful,adj,
distal,0,distal,adj,
distance,0,distance,n,
distemper,0,,,
distinct,0,distinct,adj,
distinction,0,distinction,n,
distinctly,0,distinctly,adv,
distinguish,0,distinguish,v,
distress,0,distress,n,
